name,year,latitude,longitude,city,region,zipCode,cuisine,price,url
Daniel,2019,40.7666,-73.96745,New York,United States,10065,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel
Aska,2019,40.71222,-73.96642,New York,United States,11249,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska
Blanca,2019,40.70492,-73.93354,New York,United States,11206,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca
minibar,2019,38.896294,-77.02386,"Washington, D.C.",United States,20004,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar
Pineapple and Pearls,2019,38.880707,-76.99514,"Washington, D.C.",United States,20003,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls
Manresa,2019,37.22761,-121.98071,South San Francisco,United States,95030,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa
Benu,2019,37.78521,-122.39876,San Francisco,United States,94105,Asian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu
Quince,2019,37.79762,-122.40337,San Francisco,United States,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince
Atelier Crenn,2019,37.79835,-122.43586,San Francisco,United States,94123,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn
The French Laundry,2019,38.40443,-122.36474,San Francisco,United States,94599,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry
The Restaurant at Meadowood,2019,38.52025,-122.46479,San Francisco,United States,94574,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood
SingleThread,2019,38.612164,-122.869705,San Francisco,United States,95448,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread
Alinea,2019,41.91328,-87.64798,Chicago,United States,60614,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea
Masa,2019,40.76855,-73.98335,New York,United States,10019,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa
Per Se,2019,40.76828,-73.98292,New York,United States,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se
Le Bernardin,2019,40.76177,-73.98223,New York,United States,10019,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin
Eleven Madison Park,2019,40.7417,-73.98712,New York,United States,10010,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park
Chef's Table at Brooklyn Fare,2019,40.68872,-73.98581,New York,United States,10018,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare
The Inn at Little Washington,2019,38.713623,-78.16208,"Washington, D.C.",United States,22747,American,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington
